name,age,gender,profession,morality,brutishness,mercantileAbility,craftingAbility,cleverness,lawfulness
Darren,20,Male,Adventurer,28,45,26,34,64,54
Lance,30,Male,Mercenary,91,77,93,52,31,50
Wallace,77,Male,Mercenary,32,31,31,96,25,45
Ken,75,Male,Merchant,46,2,99,40,73,72
Bob,50,Male,Craftsman,0,12,52,88,44,36
Alfredo,54,Male,None,70,31,21,60,91,75
Alberto,13,Male,Craftsman,53,40,24,82,90,68
Dave,16,Male,Scavenger,35,92,71,15,61,83
Ivan,19,Male,Merchant,62,57,12,77,3,57
Tyrone,73,Male,None,49,46,89,48,94,53
Clinton,28,Male,Craftsman,24,81,64,64,36,12
Morris,56,Male,Merchant,73,47,90,75,98,38
Clifton,58,Male,Panhandler,93,21,50,74,7,90
Willard,81,Male,Panhandler,28,88,29,4,3,68
Isaac,97,Male,Craftsman,4,4,1,54,65,49
Ross,81,Male,Panhandler,71,75,69,37,65,23
Andy,41,Male,Miner,72,83,7,76,91,68
Salvador,41,Male,Farmer,47,85,51,92,45,97
Kirk,70,Male,Scavenger,18,23,57,52,33,60
Byron,38,Male,Farmer,100,7,51,69,39,3
Mathew,11,Male,Adventurer,68,53,20,36,58,41
Ted,56,Male,Adventurer,31,88,29,11,60,77
Terrance,27,Male,Farmer,72,46,51,81,15,18
Eduardo,23,Male,Craftsman,74,54,44,37,98,60
Terrence,95,Male,None,59,15,40,42,80,81
Enrique,71,Male,None,96,34,62,5,59,54
Wade,81,Male,Scavenger,81,83,73,5,56,89
Stuart,35,Male,Adventurer,46,3,43,92,21,78
Fredrick,88,Male,Adventurer,95,37,59,25,16,79
Arturo,18,Male,Craftsman,57,76,80,16,98,52
Alejandro,23,Male,Scavenger,88,14,14,65,26,7
Nick,96,Male,Mercenary,7,52,73,30,24,37
Luther,57,Male,Miner,3,37,6,26,89,8
Wendell,45,Male,Farmer,36,55,86,51,8,15
Jeremiah,45,Male,Adventurer,52,28,21,33,96,89
Julius,61,Male,Panhandler,17,53,91,100,12,40
Otis,15,Male,Miner,79,82,71,1,5,76
Oliver,92,Male,Adventurer,89,71,13,40,85,14
Trevor,79,Male,Mercenary,25,48,69,44,16,27
Luke,46,Male,Merchant,15,10,67,29,77,3
Homer,59,Male,None,71,76,92,78,43,43
Gerard,93,Male,Mercenary,69,29,13,91,35,11
Doug,87,Male,Mercenary,13,91,38,7,99,2
Kenny,69,Male,Merchant,90,92,93,36,88,62
Hubert,31,Male,Farmer,54,9,62,7,32,9
Matt,13,Male,Adventurer,79,8,66,87,80,48
Alfonso,97,Male,Merchant,51,74,33,100,63,78
Orlando,85,Male,Farmer,25,43,27,84,71,19
Rex,18,Male,Panhandler,0,7,10,38,13,13
Carlton,64,Male,Merchant,83,97,13,73,90,54
Ernesto,88,Male,Adventurer,90,28,18,65,33,30
Neal,94,Male,Craftsman,95,82,33,27,83,73
Pablo,38,Male,Craftsman,24,1,95,44,88,89
Omar,42,Male,Farmer,59,76,10,35,86,7
Wilbur,100,Male,Merchant,67,15,19,80,73,94
Grant,51,Male,Craftsman,52,49,76,42,24,47
Horace,16,Male,Adventurer,47,69,50,34,13,2
Roderick,53,Male,None,92,50,81,3,23,83
Abraham,66,Male,Miner,15,57,83,60,74,44
Willis,24,Male,Mercenary,78,97,15,76,83,25
Rickey,26,Male,Farmer,59,24,72,34,12,13
Andres,84,Male,Mercenary,90,25,50,2,88,82
Cesar,29,Male,Scavenger,52,98,82,20,53,63
Johnathan,51,Male,Craftsman,78,96,21,76,59,36
Malcolm,35,Male,Miner,53,27,36,80,46,68
Rudolph,47,Male,Panhandler,79,61,63,7,93,94
Lorenzo,79,Male,Scavenger,5,84,60,38,34,89
Kelvin,94,Male,Merchant,80,27,81,58,56,77
Preston,86,Male,Craftsman,85,73,63,88,27,60
Alton,37,Male,Panhandler,36,77,39,29,78,66
Damon,55,Male,Merchant,44,0,88,21,70,13
Archie,48,Male,Scavenger,9,34,98,28,36,11
Wm,46,Male,Mercenary,62,2,43,25,83,26
Marco,16,Male,Merchant,19,73,49,0,10,55
Pete,32,Male,Miner,36,73,39,28,3,25
Randolph,75,Male,Craftsman,41,93,9,41,100,59
Sergio,59,Male,Mercenary,82,90,51,69,38,11
Jonathon,99,Male,Adventurer,55,85,67,73,73,11
Felipe,39,Male,Merchant,76,2,87,59,64,76
Gerardo,81,Male,Scavenger,71,5,0,18,76,11
Ed,92,Male,Scavenger,5,32,92,93,1,74
Dominic,41,Male,Craftsman,9,51,64,10,58,0
Delbert,66,Male,Merchant,44,43,16,98,6,77
Colin,38,Male,Merchant,8,23,76,26,57,13
Guillermo,98,Male,Farmer,98,11,43,100,77,36
Earnest,56,Male,Craftsman,55,69,86,63,7,81
Lucas,58,Male,Panhandler,90,86,59,51,61,35
Benny,66,Male,Merchant,18,44,81,36,23,32
Spencer,86,Male,Merchant,7,73,100,45,28,35
Rodolfo,95,Male,Adventurer,45,88,79,99,18,10
Myron,52,Male,Craftsman,63,64,42,67,98,8
Edmund,86,Male,Adventurer,91,93,53,66,16,50
Garrett,28,Male,Craftsman,4,24,67,99,61,56
Salvatore,51,Male,Farmer,40,67,5,36,64,14
Cedric,59,Male,Craftsman,34,28,70,36,19,82
Lowell,62,Male,Miner,79,9,26,92,68,36
Gregg,64,Male,Merchant,98,67,88,71,0,68
Sherman,11,Male,Merchant,39,27,72,10,68,47
Geoffrey,12,Male,Scavenger,45,67,77,52,56,11
Wilson,24,Male,Miner,42,12,55,64,4,74
Sylvester,23,Male,Mercenary,25,86,35,33,2,7
Israel,10,Male,Farmer,99,10,28,3,99,54
Roosevelt,85,Male,Miner,95,98,73,82,6,50
Jermaine,16,Male,Mercenary,74,52,18,36,20,63
Forrest,34,Male,Scavenger,100,54,54,97,41,37
Seth,74,Male,None,34,55,30,89,65,0
Clark,62,Male,None,7,55,68,37,36,20
Irving,64,Male,Merchant,5,86,61,91,50,41
Bryant,92,Male,Mercenary,33,2,18,15,66,74
Owen,52,Male,Miner,42,79,38,9,7,1
Rufus,96,Male,Panhandler,93,53,61,71,10,96
Woodrow,85,Male,Farmer,71,1,70,30,78,52
Kristopher,65,Male,Adventurer,6,100,28,14,75,50
Kent,27,Male,Miner,1,27,1,51,96,75
Levi,50,Male,None,38,49,46,4,7,15
Marcos,71,Male,Merchant,29,81,95,6,2,66
Gustavo,14,Male,Miner,3,79,63,86,82,70
Jake,37,Male,Miner,0,21,71,10,0,68
Lionel,32,Male,Craftsman,92,63,77,26,37,65
Lyle,70,Male,Adventurer,80,44,20,21,41,98
Garry,17,Male,Merchant,3,86,15,38,46,58
Mack,66,Male,Merchant,93,84,76,56,88,57
Wilbert,54,Male,Miner,29,24,20,0,89,51
Nicolas,10,Male,Adventurer,42,79,57,61,73,56
Gilberto,23,Male,Panhandler,77,33,47,80,89,50
Leland,73,Male,Mercenary,48,97,26,39,39,22
Ismael,47,Male,Craftsman,89,4,71,23,29,21
Clint,61,Male,Miner,23,28,1,24,36,42
Josh,96,Male,Farmer,10,36,23,51,32,87
Orville,95,Male,None,28,71,98,57,11,48
Caleb,50,Male,Merchant,57,51,36,79,46,78
Tomas,10,Male,Scavenger,48,34,2,92,78,49
Sheldon,82,Male,Miner,90,46,19,98,19,19
Erick,47,Male,Craftsman,37,82,23,75,80,62
Al,55,Male,Miner,99,56,2,58,93,78
Doyle,18,Male,Panhandler,67,2,55,1,45,24
Darrel,31,Male,Craftsman,52,90,48,30,1,28
Rogelio,48,Male,Scavenger,47,62,55,44,37,82
Terence,16,Male,Merchant,59,27,19,69,31,40
Santiago,99,Male,Farmer,45,40,44,59,25,91
Alonzo,40,Male,Adventurer,71,72,63,18,20,20
Elias,33,Male,Merchant,80,96,18,46,6,99
Simon,96,Male,Miner,59,92,47,53,66,39
Bert,20,Male,Mercenary,57,76,36,62,4,27
Elbert,39,Male,Scavenger,53,94,52,39,87,25
Ervin,25,Male,Miner,22,24,75,91,14,41
Noah,16,Male,Merchant,25,10,72,41,53,51
Grady,72,Male,Merchant,23,56,31,75,35,6
Phil,35,Male,Panhandler,59,22,25,6,4,13
Cornelius,55,Male,None,49,98,22,52,55,17
Lamar,27,Male,Scavenger,0,9,0,20,40,43
Rolando,81,Male,Farmer,84,71,63,5,55,29
Clay,13,Male,Mercenary,24,87,9,39,62,82
Percy,34,Male,Adventurer,41,18,96,17,90,4
Dexter,83,Male,Merchant,36,71,42,87,1,30
Bradford,60,Male,Merchant,80,36,42,63,75,17
Darin,19,Male,Craftsman,98,86,22,20,7,79
Amos,40,Male,Farmer,38,24,90,12,34,84
Moses,56,Male,Merchant,90,57,84,72,94,3
Irvin,40,Male,Adventurer,98,21,25,51,73,74
Saul,79,Male,Merchant,34,81,64,96,43,47
Roman,35,Male,Craftsman,11,76,55,21,96,50
Randal,12,Male,Panhandler,26,0,0,37,69,70
Timmy,77,Male,Scavenger,53,48,96,51,46,21
Darrin,97,Male,Adventurer,96,100,29,82,22,54
Winston,64,Male,Scavenger,12,96,21,91,3,67
Brendan,31,Male,Merchant,42,63,15,91,38,46
Ignacio,60,Male,Merchant,27,31,69,97,99,36
Dewey,19,Male,None,4,53,3,22,91,45
Wilfred,63,Male,Farmer,71,79,58,21,61,72
Hugo,87,Male,Farmer,62,14,69,66,9,46
Conrad,68,Male,Panhandler,14,68,81,82,23,6
Emilio,45,Male,Scavenger,18,79,10,80,56,25
Elijah,78,Male,Miner,20,7,82,5,70,15
Stewart,62,Male,Miner,20,87,47,78,68,20
Ramiro,94,Male,Mercenary,60,60,41,99,85,71
Dominick,38,Male,Panhandler,17,11,45,95,29,37
Abel,100,Male,Miner,56,44,45,100,88,15
Domingo,80,Male,Panhandler,21,81,89,31,58,70
Boyd,40,Male,Craftsman,16,30,23,39,94,76
Marlon,64,Male,Farmer,76,2,13,25,97,1
Emmett,74,Male,Merchant,40,9,33,15,56,37
Emanuel,38,Male,Merchant,87,60,5,57,70,44
Jerald,49,Male,Mercenary,54,55,92,61,44,53
Edmond,58,Male,Adventurer,51,51,19,9,75,89
Emil,99,Male,Merchant,39,24,56,43,73,18
Dewayne,42,Male,Merchant,15,67,53,84,58,21
Will,12,Male,Panhandler,9,30,83,29,18,30
Otto,66,Male,Miner,64,69,14,55,75,64
Teddy,58,Male,Adventurer,40,26,4,84,43,52
Reynaldo,42,Male,Farmer,50,4,78,86,21,1
Bret,61,Male,None,49,72,87,96,90,42
Jess,77,Male,Farmer,65,30,33,63,57,15
Trent,64,Male,Farmer,89,17,21,19,27,32
Humberto,31,Male,Panhandler,9,62,43,69,99,35
Stephan,42,Male,None,6,3,87,9,80,29
Emmanuel,14,Male,Mercenary,88,32,2,76,2,29
Vicente,22,Male,Craftsman,61,59,48,86,46,71
Lamont,51,Male,Mercenary,78,72,26,84,19,29
Heath,60,Male,Scavenger,12,35,11,97,45,80
Rodger,84,Male,Panhandler,40,79,19,92,7,81
Harley,90,Male,Craftsman,46,11,1,19,72,27
Ethan,52,Male,None,84,2,98,41,84,53
Eldon,71,Male,Adventurer,49,54,56,96,43,88
Rocky,20,Male,Miner,86,88,2,38,20,66
Pierre,39,Male,Scavenger,61,15,44,71,44,71
Junior,10,Male,Mercenary,1,83,80,90,71,82
Freddy,38,Male,None,43,43,29,51,84,9
Eli,13,Male,Mercenary,96,63,65,28,65,8
Bryce,19,Male,Scavenger,86,81,42,18,9,10
Antoine,78,Male,Merchant,63,33,42,95,69,20
Sterling,42,Male,Craftsman,64,94,36,8,0,73
Garland,74,Male,Panhandler,24,5,50,78,81,45
Miles,72,Male,None,48,87,84,88,23,72
Efrain,43,Male,None,49,40,44,76,9,17
Chase,31,Male,Miner,39,60,11,38,49,53
Grover,98,Male,Miner,76,34,85,66,84,93
Elton,33,Male,Miner,25,29,70,78,74,75
Cleveland,12,Male,Craftsman,56,30,79,77,87,49
Dylan,95,Male,Scavenger,88,67,6,43,48,36
Chuck,73,Male,Farmer,53,38,22,11,55,94
Damian,99,Male,Adventurer,0,73,95,89,8,13
Reuben,50,Male,Merchant,87,78,67,69,26,8
Stan,57,Male,Craftsman,9,26,55,36,30,25
Monte,20,Male,Miner,82,75,94,7,4,43
Blaine,15,Male,Farmer,5,7,61,88,88,84
Ernie,38,Male,Scavenger,0,14,74,7,18,51
Curt,92,Male,None,61,56,80,64,78,7
Quentin,68,Male,Farmer,15,39,70,66,83,18
Agustin,82,Male,Miner,50,13,85,56,24,24
Murray,41,Male,Panhandler,53,22,84,97,23,55
Jamal,85,Male,Adventurer,40,49,95,89,21,45
Adolfo,64,Male,Farmer,9,21,72,16,30,2
Harrison,69,Male,Farmer,22,33,61,53,47,60
Tyson,70,Male,Scavenger,82,35,47,25,55,76
Burton,74,Male,Merchant,32,32,8,49,0,88
Brady,95,Male,Mercenary,90,89,75,64,50,57
Elliott,22,Male,Scavenger,29,65,97,42,44,65
Wilfredo,71,Male,None,82,91,58,38,20,72
Bart,42,Male,Adventurer,5,54,78,53,6,65
Jarrod,24,Male,Scavenger,11,84,6,37,53,74
Russel,25,Male,Panhandler,54,3,58,2,15,65
August,55,Male,Farmer,54,88,81,10,98,56
Erwin,77,Male,Craftsman,45,95,14,55,33,63
Leonardo,77,Male,Craftsman,5,100,72,96,86,65
Benito,11,Male,Mercenary,88,80,27,56,15,76
Hans,16,Male,Scavenger,56,92,19,67,8,88
Jasper,93,Male,Panhandler,46,26,16,7,29,34
Vance,19,Male,None,25,82,44,16,16,75
Denis,89,Male,Adventurer,7,37,23,31,3,66
Damien,89,Male,Scavenger,10,81,95,45,47,38
Joaquin,19,Male,Merchant,45,46,93,24,49,87
Harlan,62,Male,Merchant,12,19,8,13,44,23
Desmond,32,Male,Miner,26,47,93,6,55,26
Elliot,64,Male,Miner,4,93,0,20,62,90
Darwin,44,Male,Farmer,78,1,61,79,80,85
Buddy,67,Male,Craftsman,38,86,30,8,79,31
Solomon,63,Male,None,10,89,28,90,94,48
Scotty,100,Male,Scavenger,73,3,65,10,3,83
Gregorio,67,Male,Craftsman,83,75,84,68,13,78
Norbert,60,Male,Merchant,39,50,29,98,31,20
Elvin,34,Male,Craftsman,80,44,53,31,56,35
Roscoe,18,Male,None,48,58,57,16,92,46
Esteban,83,Male,Miner,37,37,33,18,30,98
Rod,83,Male,Miner,44,80,23,95,18,95
Anton,37,Male,Adventurer,39,94,18,15,57,92
Xavier,75,Male,Panhandler,74,55,90,88,92,6
Brain,81,Male,Scavenger,82,53,65,99,44,94
Quinton,51,Male,Miner,46,71,34,70,88,94
Kendrick,47,Male,Craftsman,77,41,21,43,21,66
Darius,94,Male,Merchant,91,3,31,5,37,5
Moises,92,Male,Farmer,16,59,26,5,61,42
Fidel,31,Male,Mercenary,87,2,23,65,15,20
Thaddeus,82,Male,Scavenger,35,46,41,30,55,21
Cliff,97,Male,Mercenary,66,60,10,2,91,18
Marcel,18,Male,Mercenary,7,3,65,25,35,19
Jackson,11,Male,Scavenger,11,62,2,50,13,92
Raphael,78,Male,Adventurer,54,12,49,97,5,4
Bryon,44,Male,None,38,67,38,60,88,20
Kermit,79,Male,Panhandler,80,82,51,98,60,82
Jeffry,21,Male,Farmer,67,46,86,37,54,24
Dane,52,Male,Mercenary,25,50,31,78,63,52
Joesph,98,Male,Panhandler,45,83,29,52,65,47
Williams,72,Male,None,55,48,30,7,6,98
Thurman,39,Male,Adventurer,27,45,67,60,63,59
Ned,56,Male,Panhandler,79,54,52,92,84,16
Rob,13,Male,Craftsman,25,67,28,90,76,38
Elwood,13,Male,None,18,53,10,68,17,28
Hal,66,Male,None,21,55,80,77,61,5
Armand,53,Male,Farmer,61,5,37,51,2,24
Nolan,18,Male,Mercenary,19,46,22,30,35,69
Alvaro,53,Male,None,8,79,48,88,64,40
Rusty,94,Male,None,0,7,96,71,72,87
Monty,12,Male,Mercenary,67,92,97,51,11,44
Fabian,34,Male,Adventurer,65,7,79,71,3,97
Reggie,75,Male,Craftsman,78,63,9,65,59,60
Mason,72,Male,Panhandler,75,55,14,23,46,84
Graham,72,Male,Scavenger,98,79,26,97,88,79
Adolph,59,Male,Merchant,91,80,86,90,69,44
Norris,64,Male,Scavenger,7,98,35,21,33,6
Millard,95,Male,Miner,45,3,91,77,79,73
Rocco,28,Male,Merchant,88,26,84,0,12,100
Gonzalo,48,Male,Craftsman,62,99,0,99,99,82
Derick,37,Male,Scavenger,4,90,59,47,51,71
Rodrigo,44,Male,Scavenger,95,77,49,43,12,46
Wiley,78,Male,Scavenger,9,93,30,60,46,53
Rigoberto,80,Male,Mercenary,5,11,46,50,3,54
Loyd,49,Male,Merchant,83,92,1,99,45,0
Alphonso,42,Male,Panhandler,97,38,88,18,96,13
Ty,46,Male,Miner,8,34,97,31,73,22
Noe,86,Male,Farmer,20,34,75,53,12,77
Diego,82,Male,Farmer,52,12,74,60,88,95
Gus,96,Male,Miner,13,23,99,87,7,12
Isaiah,15,Male,Mercenary,74,44,16,99,62,2
Vaughn,29,Male,Miner,94,10,26,20,33,88
Vern,82,Male,Adventurer,87,68,70,89,92,28
Reed,80,Male,Farmer,89,40,65,6,33,30
Jefferson,95,Male,Adventurer,56,73,10,80,97,5
Elvis,88,Male,Mercenary,92,36,79,24,96,50
Bernardo,54,Male,Panhandler,13,24,75,21,64,56
Mauricio,58,Male,Mercenary,34,55,43,77,16,21
Hiram,91,Male,Farmer,100,88,58,59,69,5
Donovan,32,Male,Merchant,16,5,46,46,77,0
Quincy,95,Male,Merchant,57,38,3,80,75,9
Eddy,77,Male,Panhandler,94,59,34,61,7,37
Sebastian,27,Male,Miner,40,45,70,83,55,17
Federico,91,Male,Miner,42,22,87,27,26,17
Ulysses,97,Male,Merchant,84,79,81,41,8,62
Heriberto,59,Male,Panhandler,56,54,40,52,75,67
Donnell,32,Male,Mercenary,83,93,72,35,92,27
Cole,73,Male,Merchant,37,5,52,63,21,47
Davis,78,Male,Mercenary,19,71,5,27,97,25
Gavin,86,Male,Adventurer,17,15,45,97,21,63
Emery,85,Male,Mercenary,72,69,5,55,29,26
Ward,48,Male,Miner,27,28,24,47,68,90
Romeo,41,Male,Mercenary,89,47,3,96,76,99
Jayson,55,Male,Mercenary,22,45,80,96,27,70
Dante,52,Male,Farmer,5,95,45,20,23,74
Clement,41,Male,Scavenger,82,24,6,90,18,97
Basil,35,Male,Craftsman,12,53,56,65,75,39
Riley,41,Male,Scavenger,14,62,21,79,28,40
Nickolas,31,Male,Merchant,99,55,9,4,0,24
Maynard,40,Male,Merchant,9,71,69,88,27,20
Scot,59,Male,Miner,80,30,61,81,16,93
Vince,29,Male,Merchant,13,64,61,45,88,27
Coy,42,Male,Panhandler,15,71,5,80,31,53
Maxwell,27,Male,Mercenary,53,89,66,13,58,39
Jarvis,35,Male,None,30,99,42,13,56,0
Bruno,77,Male,Miner,46,50,3,28,55,52
Issac,99,Male,Miner,9,69,1,29,2,86
Dudley,44,Male,Scavenger,92,75,82,69,18,24
Brock,10,Male,Miner,65,33,57,20,20,51
Donny,38,Male,Mercenary,1,74,91,59,32,7
Art,41,Male,Panhandler,68,10,44,44,51,74
Linwood,46,Male,Merchant,89,0,62,95,65,47
Beau,27,Male,Miner,96,10,17,74,21,89
Weldon,35,Male,Farmer,26,47,58,66,2,48
Galen,35,Male,Miner,13,30,95,29,68,80
Isidro,83,Male,Merchant,54,14,71,61,20,63
Truman,22,Male,None,20,13,6,27,54,21
Delmar,71,Male,Merchant,36,53,14,59,86,67
Johnathon,67,Male,Mercenary,73,100,93,86,44,54
Silas,88,Male,Miner,84,65,43,31,99,94
Frederic,71,Male,Panhandler,85,57,23,68,37,88
Dick,50,Male,Mercenary,53,60,28,19,26,20
Irwin,77,Male,Merchant,27,33,15,13,60,54
Merlin,39,Male,Adventurer,45,44,21,52,43,66
Sanford,89,Male,Adventurer,29,23,53,67,48,30
Carmelo,65,Male,Miner,15,74,43,5,74,31
Barney,99,Male,Miner,53,63,48,31,7,76
Nestor,19,Male,Adventurer,26,23,88,9,61,60
Stefan,51,Male,Merchant,53,2,10,61,19,41
Charley,66,Male,Scavenger,21,45,31,77,22,11
Marcelino,100,Male,Miner,97,93,10,8,56,98
Harris,22,Male,Merchant,69,82,33,51,6,16
Carlo,26,Male,Merchant,30,60,99,24,41,10
Trenton,26,Male,Adventurer,89,88,3,53,17,25
Kurtis,77,Male,Mercenary,10,93,61,77,30,8
Hunter,11,Male,Scavenger,50,100,1,17,80,73
Emory,80,Male,Merchant,6,67,95,92,90,74
Pasquale,14,Male,Panhandler,87,43,92,93,85,22
Mohammad,93,Male,None,37,15,15,49,33,36
Mariano,67,Male,Scavenger,58,40,65,74,77,8
Danial,72,Male,Panhandler,8,84,91,79,60,45
Landon,37,Male,Miner,27,10,29,100,97,83
Dirk,53,Male,None,62,3,90,83,27,5
Branden,22,Male,Panhandler,67,5,44,32,50,69
Adan,18,Male,None,41,100,71,70,34,7
Buford,14,Male,Mercenary,37,43,55,10,100,35
German,80,Male,Adventurer,33,30,64,20,23,70
Wilmer,48,Male,Scavenger,60,69,47,92,97,21
Emerson,72,Male,Scavenger,34,14,44,86,41,68
Aurelio,26,Male,Panhandler,46,3,68,95,3,13
Winfred,57,Male,Scavenger,89,72,97,16,17,20
Vito,29,Male,Scavenger,5,76,84,40,44,23
Collin,90,Male,Merchant,89,66,61,46,23,85
Denver,59,Male,Scavenger,64,79,82,69,4,86
Carter,99,Male,None,73,43,43,2,48,48
Leonel,10,Male,Adventurer,29,81,8,36,41,85
Zachery,91,Male,Mercenary,51,77,26,9,64,18
Fletcher,98,Male,Panhandler,32,52,3,59,90,80
Jacques,83,Male,Adventurer,88,17,97,61,61,67
Errol,85,Male,Farmer,70,56,53,62,1,85
Dalton,37,Male,Farmer,2,84,87,27,6,26
Monroe,54,Male,Mercenary,63,35,83,51,4,56
Josue,82,Male,Panhandler,45,75,5,47,15,27
Edwardo,92,Male,Farmer,57,40,72,61,81,19
Daren,65,Male,Scavenger,92,86,51,8,65,47
Houston,72,Male,Mercenary,53,97,78,51,67,28
Robby,100,Male,Adventurer,86,1,34,14,13,36
Lincoln,14,Male,Craftsman,96,58,85,94,40,27
Genaro,17,Male,Farmer,43,45,58,87,26,69
Bennett,69,Male,Miner,20,86,57,84,93,63
Octavio,98,Male,Merchant,3,75,46,12,35,55
Cornell,10,Male,Mercenary,52,40,27,4,79,94
Hung,78,Male,Mercenary,7,18,23,45,48,36
Arron,17,Male,Scavenger,0,80,90,28,96,77
Antony,24,Male,Farmer,31,31,60,59,6,1
Herschel,33,Male,Farmer,16,82,88,32,22,71
Giovanni,13,Male,Merchant,98,3,9,4,25,56
Booker,85,Male,Craftsman,68,40,49,95,70,84
Wilford,51,Male,Miner,91,52,78,0,47,75
Sonny,10,Male,Adventurer,52,12,83,41,48,73
Shelton,41,Male,Scavenger,5,52,80,28,11,66
Carson,94,Male,Farmer,45,47,92,25,74,94
Theron,30,Male,Adventurer,99,11,14,4,6,30
Raymundo,62,Male,Scavenger,90,60,66,11,26,49
Garth,28,Male,Mercenary,57,89,11,80,10,47
Cyrus,21,Male,Mercenary,66,72,57,30,93,69
Cyril,64,Male,Scavenger,7,54,99,32,71,96
Ronny,46,Male,Panhandler,25,65,94,34,85,31
Lon,25,Male,Craftsman,55,39,88,35,33,0
Freeman,82,Male,Panhandler,82,18,19,65,11,85
Duncan,42,Male,Farmer,25,70,16,71,48,68
Russ,67,Male,Scavenger,89,40,34,72,84,21
Reid,35,Male,None,3,97,97,17,14,60
Myles,47,Male,Panhandler,70,71,15,44,15,17
Anderson,16,Male,Miner,29,94,79,29,92,50
Morton,42,Male,Craftsman,6,70,27,36,91,21
Jonas,25,Male,Mercenary,37,86,16,19,48,66
Forest,71,Male,Scavenger,62,12,73,48,66,68
Mitchel,96,Male,Miner,23,24,47,99,12,73
Mervin,73,Male,Adventurer,92,79,19,12,30,27
Zane,53,Male,Farmer,93,80,14,52,78,79
Rich,54,Male,Panhandler,28,49,12,79,48,98
Jamel,29,Male,Scavenger,19,57,77,48,37,19
Lazaro,85,Male,Miner,19,42,87,31,14,87
Alphonse,55,Male,Miner,32,34,44,59,59,33
Randell,54,Male,Panhandler,64,97,83,86,20,4
Major,64,Male,Adventurer,96,29,89,19,74,88
Jarrett,36,Male,Panhandler,59,73,28,6,34,19
Kennith,63,Male,Merchant,73,67,94,36,65,6
Carmine,71,Male,Mercenary,71,13,92,60,36,95
Erich,60,Male,Panhandler,94,97,67,26,68,31
Chadwick,18,Male,Merchant,21,43,85,98,34,6
Wilburn,78,Male,Panhandler,78,13,68,54,78,35
Brooks,29,Male,None,58,39,85,74,88,38
Abdul,53,Male,Panhandler,30,91,17,80,88,58
Luciano,63,Male,Panhandler,95,72,24,32,18,22
Seymour,65,Male,Miner,88,1,40,53,45,78
Ferdinand,47,Male,Miner,62,59,87,4,67,63
Thad,69,Male,Adventurer,79,20,72,85,21,44
Ezra,28,Male,Mercenary,13,23,10,16,23,35
Aldo,91,Male,Scavenger,13,19,86,63,73,43
Rubin,37,Male,Miner,37,78,71,81,51,82
Royal,50,Male,Miner,70,23,9,13,12,40
Mitch,56,Male,Scavenger,8,86,23,72,35,69
Earle,82,Male,Adventurer,43,96,56,2,18,88
Abe,18,Male,None,24,48,63,59,9,43
Wyatt,13,Male,Merchant,77,55,8,21,43,86
Marquis,26,Male,Panhandler,73,7,92,41,28,98
Lanny,48,Male,Scavenger,6,8,93,66,44,56
Kareem,40,Male,Adventurer,92,5,40,16,54,67
Jamar,23,Male,None,85,13,36,84,85,36
Boris,98,Male,Miner,25,4,31,52,100,100
Isiah,84,Male,Panhandler,46,69,0,35,36,92
Emile,31,Male,Adventurer,61,8,87,61,90,6
Eugenio,59,Male,None,82,66,7,59,61,75
Mohammed,57,Male,Panhandler,9,93,76,92,45,60
Valentin,23,Male,Miner,65,33,50,35,13,78
Chance,48,Male,Adventurer,96,92,13,2,25,52
Arnulfo,32,Male,Craftsman,12,18,98,75,51,8
Lucien,96,Male,Panhandler,55,71,70,44,71,99
Elmo,25,Male,Mercenary,39,58,75,94,37,77
Aron,94,Male,Panhandler,10,72,64,42,82,71
Leopoldo,48,Male,Merchant,11,81,48,82,52,91
Everette,50,Male,Adventurer,4,9,98,16,52,67
Josef,72,Male,Scavenger,66,60,61,81,3,49
Eloy,25,Male,Mercenary,73,75,97,98,41,62
Rodrick,35,Male,Craftsman,70,78,3,54,65,3
Lucio,67,Male,None,5,47,5,43,95,1
Reinaldo,11,Male,Adventurer,67,9,31,10,1,45
Hershel,52,Male,Panhandler,32,7,16,81,58,66
Jules,26,Male,Scavenger,75,30,98,14,39,92
Parker,14,Male,Scavenger,23,81,21,54,95,100
Gil,71,Male,Merchant,39,46,74,92,21,49
Ahmad,78,Male,Merchant,87,66,90,28,57,18
Eliseo,32,Male,Farmer,45,73,44,85,3,25
Nigel,80,Male,Panhandler,77,41,74,50,1,87
Barton,63,Male,None,52,7,49,77,54,41
Alden,48,Male,Adventurer,9,1,0,33,46,8
Margarito,75,Male,None,90,80,24,98,26,14
Coleman,65,Male,Mercenary,23,31,30,42,35,37
Dino,94,Male,Panhandler,5,45,12,44,51,33
Osvaldo,44,Male,Miner,63,20,97,2,45,45
Les,81,Male,Miner,14,52,87,53,0,52
Deandre,40,Male,Mercenary,43,48,31,70,91,8
Normand,31,Male,Merchant,6,64,5,13,79,24
Antwan,84,Male,Farmer,11,44,25,15,70,7
Jerrod,25,Male,None,79,47,21,74,9,88
Kieth,31,Male,Panhandler,40,93,42,27,93,46
Trey,57,Male,None,77,81,47,16,74,55
Norberto,55,Male,None,74,89,0,40,59,42
Napoleon,72,Male,Merchant,94,24,7,36,10,17
Jerold,61,Male,Mercenary,1,13,24,44,8,97
Fritz,88,Male,Merchant,59,60,17,21,13,46
Weston,85,Male,Farmer,46,9,42,62,52,16
